Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
"GET /admin/jsi18n/ HTTP/1.1" 200 3342
File /usr/local/lib/python3.10/site-packages/django/conf/locale/en/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/conf/locale/en/formats.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/cookie.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/fallback.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/context_processors.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/storage.py first seen with mtime 1742674086.0
Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/_compat_pickle.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/choices.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/fnmatch.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ssl.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/zoneinfo/_tzpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/keyword.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/resolvers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/views/main.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/expressions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/exceptions.py first seen with mtime 1742674086.0
File /app/taskmanager/__init__.py first seen with mtime 1742669987.643687
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/apps.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/filesystem.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/caches.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/quopri.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/messages.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/defaulttags.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/forms.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/validation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/database.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/opcode.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/exceptions.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/views/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/_encoded_words.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/locks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_range.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/textwrap.py first seen with mtime 1742260550.0
File /app/taskmanager/tasks/models.py first seen with mtime 1742669987.644248
File /usr/local/lib/python3.10/re.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/array.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/tokens.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/email/mime/nonmultipart.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/socketserver.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/unicodedata.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
File /usr/local/lib/python3.10/site-packages/django/middleware/common.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/base64mime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/registry.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/http/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/base_subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/debug.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/asgiref/sync.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/asyncio/events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/concurrent/futures/_base.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/commands/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/importlib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/apps.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/os.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/mixins.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/ansitowin32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/asgiref/local.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/genericpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/json/decoder.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/encoders.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/select.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
File /usr/local/lib/python3.10/collections/abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/http/multipartparser.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/regex_helper.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/window.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/unix_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/formsets.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/header.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/contextvars.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/l10n.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/numbers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/logging/handlers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_ctypes.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260540.0
File /usr/local/lib/python3.10/token.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/recorder.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/password_validation.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/decorators.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/comparison.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/servers/basehttp.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_hashlib.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260532.0
File /usr/local/lib/python3.10/lib-dynload/_heapq.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/db/models/deletion.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/dateformat.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/files.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/mail/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/stat.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/decorators.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/loader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/signals.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/types.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/color.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/protocols.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/validators.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/ipv6.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/deconstruct.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/log.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/urllib/error.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/sessions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/platform.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/autoreload.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pkgutil.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/_policybase.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/threading.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/dispatch/dispatcher.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/crypto.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/mixins.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/http/client.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_json.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/site-packages/django/conf/locale/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/utils/_os.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/uuid.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/tree.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_uuid.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260536.0
File /usr/local/lib/python3.10/site-packages/django/http/response.py first seen with mtime 1742674086.0
File /app/taskmanager/tasks/admin.py first seen with mtime 1742669987.643972
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadedfile.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/urls/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/email/mime/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/logging/config.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/importlib/util.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/charset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/ansi.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/_compression.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/models.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/loader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/timezone.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/html.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/mail/message.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/generated.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/fcntl.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/encoding.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_decimal.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260549.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/mixins.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/errors.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/utils.py first seen with mtime 1742674086.0
File /app/manage.py first seen with mtime 1742669987.643438
File /usr/local/lib/python3.10/subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/gzip.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/defaultfilters.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/_sysconfigdata__linux_aarch64-linux-gnu.py first seen with mtime 1742260552.0
File /usr/local/lib/python3.10/lib-dynload/termios.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/queue.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/backends.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/sqlparse/cli.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/concurrent/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_markupbase.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/module_loading.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/sslproto.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/html/entities.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/selector_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/forms.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/asyncio/format_helpers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/string.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/traceback.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/urllib/response.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/functional.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/wsgiref/handlers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/middleware/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/dataclasses.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_json.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/creation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/message.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/getpass.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/formats.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_ssl.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/utils/numberformat.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/handler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/constants.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_opcode.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/argparse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_contextvars.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/graph.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/multipart.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/sre_parse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/utils.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/asgi.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/templates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/log.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/copy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/inspect.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/json.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_bisect.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/mail/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/shortcuts.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/logging/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/mime/base.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pathlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/datetime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/math.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/apps/registry.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/constants.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/i18n.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/connection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/dateparse.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/transports.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pprint.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/smartif.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/translation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/introspection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/async_checks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/client.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/asyncio/runners.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/lookups.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ast.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/ipaddress.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/output.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/bisect.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/creation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1742674086.0
File /app/taskmanager/tasks/apps.py first seen with mtime 1742669987.6440299
File /usr/local/lib/python3.10/posixpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/files.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/policy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/trsock.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/io.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/edit.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/locale.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/parse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_lzma.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_queue.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/calendar.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/hmac.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/query.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/widgets.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/http/server.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/ctypes/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/library.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/base_tasks.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/options.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/schema.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/servers/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/errors.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/secrets.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/termcolors.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/wsgiref/simple_server.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/__init__.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/detail.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/models.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/datetime.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/text.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/contentmanager.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/defaults.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/urls.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/middleware/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/binascii.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/models.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/iterators.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/psycopg2/extensions.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/sre_compile.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/introspection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/locks.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1742674086.0
File /app/taskmanager/settings.py first seen with mtime 1742672443.4535525
File /usr/local/lib/python3.10/random.py first seen with mtime 1742260550.0
